"","X.1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X1","X2"
"2963",4691,"MSTRG.34395|KIAA0408",879.607372690324,-1.02421365639555,0.287368083427431,-3.56411764375426,0.000365082198668385,0.00343981638394625,"MSTRG.34395","KIAA0408"
"2977",4714,"MSTRG.9523|NUAK1",1221.70965497145,-1.18798153644151,0.333904060042003,-3.55785292425634,0.000373898555661059,0.00350595332145315,"MSTRG.9523","NUAK1"
"2986",4729,"MSTRG.9805|CABP1",1483.6286112728,-1.11363672920069,0.313378234578494,-3.55365052936294,0.000379923702785631,0.00355063256161935,"MSTRG.9805","CABP1"
"2988",4732,"MSTRG.22470|IL1RL2",20.5368333355772,-1.89182927040118,0.532517751602562,-3.55261259311618,0.000381425746813817,0.00356292917596457,"MSTRG.22470","IL1RL2"
"2989",4733,"MSTRG.35943|CACNA2D1",1519.30473190292,-1.16212424536258,0.327157067333936,-3.55219055737647,0.000382038079376741,0.00356789503161012,"MSTRG.35943","CACNA2D1"
"3002",4754,"MSTRG.40319|DBH",20.4539997917815,-1.28493973926519,0.362439053496589,-3.54525740774588,0.000392229847992866,0.00364689603302075,"MSTRG.40319","DBH"
"3004",4756,"MSTRG.37601|STAR",23.5902645671203,-1.43961984007663,0.406089548031901,-3.54507976640547,0.00039249428957416,0.00364782014040307,"MSTRG.37601","STAR"
"3014",4772,"MSTRG.36440|FAM3C",58.222933502042,-1.28401019358669,0.362666060776461,-3.54047519869284,0.00039940717260956,0.00369962192868562,"MSTRG.36440","FAM3C"
"3029",4800,"ENSG00000286551",3.99565468985906,-2.31042820752341,0.653667892940662,-3.53455972440296,0.00040845511613562,0.00376136105071389,"ENSG00000286551","ENSG00000286551"
"3030",4802,"MSTRG.19672|UNC13A",14.33086219543,-1.60061572293748,0.452958934920562,-3.53368837556585,0.000409803942708274,0.00377221030312185,"MSTRG.19672","UNC13A"
"3035",4812,"ENSG00000169607|CKAP2L",7.75245546413488,-2.03847430155477,0.577338304677633,-3.53081422978333,0.000414282602083137,0.00380551113409784,"ENSG00000169607","CKAP2L"
"3046",4832,"MSTRG.39615|DIRAS2",2470.16404987319,-1.52088095513404,0.431467962986643,-3.52489891626351,0.000423644416446911,0.00387486043307685,"MSTRG.39615","DIRAS2"
"3053",4842,"MSTRG.35291|JAZF1-AS1",94.4399617381688,-1.049435131528,0.298110546248944,-3.52028851287818,0.000431077614176306,0.00393525251999609,"MSTRG.35291","JAZF1-AS1"
"3066",4866,"MSTRG.19726|TMEM59L",3542.49337493693,-1.00239241917774,0.285489119392915,-3.51114053421475,0.000446188451290786,0.00405310767035663,"MSTRG.19726","TMEM59L"
"3067",4869,"MSTRG.27178|NICN1",165.006380599706,-1.82836473959212,0.520790404065786,-3.51074967072773,0.00044684497223962,0.0040559623711638,"MSTRG.27178","NICN1"
"3071",4876,"MSTRG.18383|TMEM241",27.390850420212,-2.39082196762494,0.681158567510296,-3.50993451695636,0.000448217061965326,0.00406318510520741,"MSTRG.18383","TMEM241"
"3087",4908,"MSTRG.5911|CCKBR",189.261802963165,-2.88014593622198,0.822362497019485,-3.50228268757462,0.000461289910713574,0.0041544288169033,"MSTRG.5911","CCKBR"
"3089",4911,"ENSG00000233542",16.2783721356298,-1.15263911053315,0.329170409522416,-3.50164862086323,0.000462388999308501,0.00416178345498562,"ENSG00000233542","ENSG00000233542"
"3090",4912,"MSTRG.26385|PNPLA5",18.1465818978018,-1.39777054105059,0.399214190309666,-3.50130475063113,0.000462986083928466,0.00416549901752715,"MSTRG.26385","PNPLA5"
"3101",4925,"MSTRG.31444|ENC1",8327.14120906863,-1.71250067984688,0.489550191325742,-3.49811053123948,0.000468566898008547,0.00420539980218757,"MSTRG.31444","ENC1"
"3103",4928,"MSTRG.41072|NUDT11",576.664076610948,-1.18198313460243,0.337967947500397,-3.49732317323092,0.00046995214768636,0.00421518992696134,"MSTRG.41072","NUDT11"
"3104",4929,"MSTRG.21672|ABCG8",21.1754010193164,-1.22106834071278,0.349148626995775,-3.49727378629375,0.000470039164517271,0.00421518992696134,"MSTRG.21672","ABCG8"
"3106",4933,"MSTRG.22115|INO80B",27.5405872501323,-1.0486706598006,0.300020928026273,-3.49532503182168,0.000473484775904881,0.00424264627296727,"MSTRG.22115","INO80B"
"3108",4935,"MSTRG.30485|NPY5R",56.4001951096488,-1.11543520848189,0.319179833738656,-3.49469199045703,0.000474609122828949,0.00425099745639011,"MSTRG.30485","NPY5R"
"3111",4938,"MSTRG.23775|PTPRN",2140.92443406547,-1.14103768790031,0.326586236872157,-3.49383274331605,0.000476139219376311,0.00426211133553498,"MSTRG.23775","PTPRN"
"3112",4939,"MSTRG.13396|CELF6",12.5559865093558,-2.07904672285199,0.595098112059575,-3.49362009510771,0.000476518600384049,0.00426464368782663,"MSTRG.13396","CELF6"
"3123",4962,"ENSG00000254759|NAP1L1P1",5.9734280669965,-1.1380756201028,0.326463029108833,-3.48607811184463,0.000490157857923166,0.00436637598466743,"ENSG00000254759","NAP1L1P1"
"3133",4980,"MSTRG.4524|SYT15-AS1",84.6465973834547,-1.04168195627977,0.299156094321983,-3.4820683116641,0.000497556745977198,0.00441626572001689,"MSTRG.4524","SYT15-AS1"
"3134",4981,"MSTRG.12540|GABRG3",235.014718189157,-1.00913859554496,0.289838476638902,-3.48172750301267,0.000498190384502131,0.0044210020830683,"MSTRG.12540","GABRG3"
"3135",4987,"MSTRG.37822|CLVS1",486.676713672976,-1.10668728603794,0.317942262904148,-3.48078067989212,0.000499954688602233,0.00443132086336392,"MSTRG.37822","CLVS1"
"3136",4990,"MSTRG.24104|SCRT2",19.6592548990457,-1.41157863309312,0.405598613713717,-3.48023534934824,0.000500973496156032,0.00443768145833445,"MSTRG.24104","SCRT2"
"3142",4998,"MSTRG.24136|PDYN",865.193936279548,-1.58476696956942,0.455585364160186,-3.47852915005455,0.00050417359953505,0.00445887984126616,"MSTRG.24136","PDYN"
"3148",5005,"MSTRG.35027|TTYH3",1080.25755290192,-1.42532924661538,0.40994414729026,-3.47688643937678,0.000507272623310446,0.0044795712469722,"MSTRG.35027","TTYH3"
"3153",5013,"MSTRG.29429|GABRA2",1049.48721847704,-1.65938514425226,0.477532173669691,-3.474917996625,0.000511009538105063,0.00450581360529025,"MSTRG.29429","GABRA2"
"3159",5021,"ENSG00000161992|PRR35",2.57811262641822,-3.6535251800966,1.05209193817615,-3.47262919477374,0.000515386887221073,0.00453717012327143,"ENSG00000161992","PRR35"
"3168",5038,"MSTRG.18125|ADCYAP1",299.072490408334,-1.06348881739966,0.306617291253565,-3.46845676266893,0.000523456752262987,0.0045926628351585,"MSTRG.18125","ADCYAP1"
"3172",5044,"MSTRG.371|EFHD2-AS1",12.2108411734388,-1.01847517928212,0.293726167511967,-3.46743086565695,0.000525458888290339,0.00460474500004155,"MSTRG.371","EFHD2-AS1"
"3175",5052,"MSTRG.30278|GUSBP5",7.78752792247272,-1.16078685818968,0.334964771629663,-3.46539981665011,0.00052944374188643,0.00463231834498496,"MSTRG.30278","GUSBP5"
"3176",5053,"MSTRG.12137|CHGA",1774.52943181644,-1.37688289253751,0.39737071752325,-3.46498328090054,0.000530264443878812,0.00463858083283817,"MSTRG.12137","CHGA"
"3180",5058,"MSTRG.21316|SDC1",18.0033497772975,-1.12955111516502,0.32607403664689,-3.46409400386644,0.000532020558591129,0.00464860090373218,"MSTRG.21316","SDC1"
"3184",5065,"MSTRG.842|GJB3",11.8452905236862,-1.83072632568638,0.528573147128191,-3.46352503079841,0.000533146989008844,0.00465243365983221,"MSTRG.842","GJB3"
"3197",5082,"MSTRG.38591|PEG13",235.894735583303,-1.0827231128275,0.312936806714159,-3.45987780790666,0.000540420562295461,0.00470044661443998,"MSTRG.38591","PEG13"
"3208",5101,"MSTRG.16926|KRT222",194.672065197605,-1.4649264512481,0.423908323747977,-3.45576241177804,0.000548738769872912,0.00475501884060429,"MSTRG.16926","KRT222"
"3209",5102,"MSTRG.25974|CABP7",544.595552625014,-1.30246539036292,0.376916804312244,-3.45557792982863,0.000549114430970489,0.00475734144997208,"MSTRG.25974","CABP7"
"3212",5105,"MSTRG.9308|LINC02822",16.2351386234549,-2.54152535594648,0.73566826234231,-3.45471659719894,0.000550871537499391,0.00476975978463234,"MSTRG.9308","LINC02822"
"3213",5108,"ENSG00000285601",7.583269543034,-1.88424751136945,0.545468807278568,-3.45436345071731,0.000551593464139742,0.00477320561901036,"ENSG00000285601","ENSG00000285601"
"3214",5110,"MSTRG.20624|GFY",15.6320683725672,-1.16907264235304,0.338490555372414,-3.45378216259773,0.00055278369330119,0.0047816330354793,"MSTRG.20624","GFY"
"3220",5124,"MSTRG.13379|THSD4-AS1",21.6254386744325,-1.13781487231641,0.329882619719346,-3.44915071089356,0.00056235274165157,0.0048498837619564,"MSTRG.13379","THSD4-AS1"
"3223",5127,"MSTRG.3684|TTC13",41.5431942455248,-1.85542181361523,0.53794980342972,-3.44906123542739,0.000562539116952863,0.0048498837619564,"MSTRG.3684","TTC13"
"3232",5138,"MSTRG.2464|S100A5",2.13382318070538,-3.20752176890882,0.931144383275729,-3.44470935605592,0.000571673733228054,0.00491808531649405,"MSTRG.2464","S100A5"
"3233",5140,"MSTRG.2994|TDRD5",57.9959192919491,-1.17939185366089,0.342448919513784,-3.44399350225842,0.000573189477289734,0.00492897561137563,"MSTRG.2994","TDRD5"
"3234",5142,"MSTRG.14574|NOMO2",1856.42228306906,-1.22708625836516,0.356310034533146,-3.44387230062982,0.000573446478945865,0.00492949849520909,"MSTRG.14574","NOMO2"
"3236",5144,"MSTRG.32181|PCDHA9",9.21095432715467,-2.0021539324599,0.581605577902507,-3.44245999097952,0.000576449127314624,0.00495338342254296,"MSTRG.32181","PCDHA9"
"3237",5145,"MSTRG.33471|ZBTB22",27.9303969968876,-4.58430472817405,1.33183099183425,-3.44210696122963,0.000577201971701133,0.00495888854288309,"MSTRG.33471","ZBTB22"
"3238",5147,"MSTRG.18787|SERPINB2",7.52825939942707,-4.05923217989587,1.17956916870591,-3.44128372255542,0.000578961105809591,0.00497166637967146,"MSTRG.18787","SERPINB2"
"3245",5160,"MSTRG.41072|LINC01496",1.30075798381724,-2.54704712192335,0.740694875011631,-3.43872653619124,0.000584457305074722,0.00500662437963428,"MSTRG.41072","LINC01496"
"3246",5161,"MSTRG.10781|OXGR1",24.0330842498518,-1.27748810713373,0.371507407966546,-3.4386611942036,0.000584598379981717,0.0050068625444588,"MSTRG.10781","OXGR1"
"3250",5167,"MSTRG.5383|DUSP5-DT",1.94803862326846,-3.28377466988624,0.955383669576646,-3.43712664812595,0.000587920630112925,0.00502946926499933,"MSTRG.5383","DUSP5-DT"
"3255",5174,"MSTRG.1877|NTNG1",175.950811700195,-1.52390729201923,0.443688608289002,-3.43463245066373,0.000593358022510218,0.00506828543046963,"MSTRG.1877","NTNG1"
"3257",5176,"ENSG00000279951",7.57402473082371,-1.28997750071505,0.375607534781679,-3.43437599425382,0.000593919747864603,0.00507195531203848,"ENSG00000279951","ENSG00000279951"
"3258",5177,"MSTRG.39490|RORB-AS1",4.70552759070942,-2.83996625651875,0.827226227916531,-3.43311921295285,0.000596679683236373,0.00509454034352215,"MSTRG.39490","RORB-AS1"
"3264",5188,"MSTRG.3025|CACNA1E",852.858484981698,-1.03146755332672,0.300638459691071,-3.43092348991751,0.000601530233750668,0.00512506541870606,"MSTRG.3025","CACNA1E"
"3271",5197,"MSTRG.1893|WDR47",1243.66037811813,-1.52067991321482,0.443495443472461,-3.42885126689978,0.000606141599589958,0.00515522708821862,"MSTRG.1893","WDR47"
"3272",5198,"MSTRG.9767|TMEM233",139.620996104462,-1.15476087165396,0.336781944710706,-3.42880872858519,0.000606236604781693,0.00515522708821862,"MSTRG.9767","TMEM233"
"3274",5200,"MSTRG.37854|BHLHE22",276.823014874683,-1.10253094294781,0.321710783577403,-3.42708730707667,0.00061009288041249,0.00518602413461401,"MSTRG.37854","BHLHE22"
"3280",5211,"MSTRG.24705|KCNS1",300.416254402445,-1.72111551962972,0.502547868271406,-3.42477926640057,0.000615299109652364,0.00521862971450953,"MSTRG.24705","KCNS1"
"3281",5212,"MSTRG.22463|RFX8",14.3258512725528,-1.17237386707471,0.342323044885976,-3.42475881945141,0.000615345415864071,0.00521862971450953,"MSTRG.22463","RFX8"
"3287",5222,"MSTRG.17473|LINC01476",45.5018682113615,-2.63856035957152,0.771234917921134,-3.42121485718484,0.000623420598389029,0.00527663656660846,"MSTRG.17473","LINC01476"
"3297",5234,"MSTRG.22789|CYCSP8",7.18942068850462,-1.35700236962914,0.397017755406626,-3.41798912302876,0.000630856279964403,0.00532768614577504,"MSTRG.22789","CYCSP8"
"3301",5241,"MSTRG.20019|FXYD7",317.981316578921,-1.04240542971876,0.305145857246644,-3.41608907662871,0.000635274627362593,0.00535783420696076,"MSTRG.20019","FXYD7"
"3302",5243,"ENSG00000274181|RBPJP2",4.25999043698414,-1.49955376249647,0.439054025589259,-3.41541968664085,0.000636838064483874,0.00536897122378719,"ENSG00000274181","RBPJP2"
"3306",5251,"ENSG00000159450|TCHH",24.3491134821445,-1.10542604073893,0.323846258601568,-3.41342847532769,0.000641509950922241,0.00540011861562843,"ENSG00000159450","TCHH"
"3309",5255,"MSTRG.21291|RAD51AP2",15.8985082043463,-1.16525002959807,0.341471085871468,-3.4124412807141,0.000643837961412097,0.00541559002289962,"MSTRG.21291","RAD51AP2"
"3310",5258,"ENSG00000227141",8.95033832639537,-1.12571623272073,0.329939626665733,-3.41188551401619,0.000645152029659383,0.00542354697889008,"ENSG00000227141","ENSG00000227141"
"3313",5265,"MSTRG.30781|ADAMTS16-DT",42.5077611600058,-1.26253514053397,0.370344005658652,-3.40908755439033,0.000651805566977029,0.00547219556913934,"MSTRG.30781","ADAMTS16-DT"
"3319",5278,"MSTRG.3827|EXO1",7.83429658892301,-1.93299901036657,0.567439897318733,-3.40652643478256,0.000657951785881482,0.0055101903826323,"MSTRG.3827","EXO1"
"3324",5286,"MSTRG.16936|KRT33B",3.41842460195302,-2.62324006532008,0.77054908779024,-3.40437761446572,0.000663150094052115,0.00554531979895792,"MSTRG.16936","KRT33B"
"3328",5290,"MSTRG.36523|GARIN1B",15.38432418521,-1.03245312043555,0.303333641582628,-3.40368814698158,0.000664826091481117,0.00555513098216415,"MSTRG.36523","GARIN1B"
"3333",5298,"MSTRG.9518|CASC18",5.68501467097951,-2.08334653716754,0.612392546161624,-3.40197892712054,0.000668997960821679,0.00558154923824837,"MSTRG.9518","CASC18"
"3338",5307,"MSTRG.14918|FBXL19",449.439280134683,-1.69064733179918,0.497401131644922,-3.39896157093199,0.00067642219835245,0.00563392010770209,"MSTRG.14918","FBXL19"
"3350",5329,"MSTRG.5344|SH3PXD2A-AS1",4.55349484969413,-3.31560048035502,0.976420618906191,-3.395668235754,0.000684612864222047,0.00567859970432406,"MSTRG.5344","SH3PXD2A-AS1"
"3352",5332,"MSTRG.24220|CHGB",2847.71492064208,-1.63828466435513,0.482587300430168,-3.39479439863999,0.000686801558451053,0.00569354885346088,"MSTRG.24220","CHGB"
"3356",5339,"MSTRG.26596|SRGAP3",984.349428275562,-1.6424128250555,0.484093274204795,-3.392761090832,0.000691919569910673,0.00572845642052661,"MSTRG.26596","SRGAP3"
"3365",5361,"MSTRG.12688|GOLGA8A",83.085838118332,-2.71824057228095,0.802794532287402,-3.38597295192814,0.000709263740655129,0.00584795296855773,"MSTRG.12688","GOLGA8A"
"3367",5363,"MSTRG.37620|C8orf86",4.40672442533302,-2.27519168891164,0.672004736625794,-3.38567805390125,0.000710026304641254,0.00585128451847197,"MSTRG.37620","C8orf86"
"3370",5371,"ENSG00000248837",3.58001174995212,-4.49087916834454,1.32714074594165,-3.38387558522145,0.000714703812675467,0.00588183539897244,"ENSG00000248837","ENSG00000248837"
"3387",5402,"MSTRG.12560|GOLGA6L24P",3.59079200499595,-2.45697547803077,0.728022496852855,-3.37486202507745,0.000738527076274806,0.00604301625795982,"MSTRG.12560","GOLGA6L24P"
"3389",5404,"MSTRG.38978|FOCAD",122.731483727388,-2.09788038461055,0.6216937934488,-3.374459270331,0.000739608598245351,0.0060496260658107,"MSTRG.38978","FOCAD"
"3400",5421,"ENSG00000234217|RBPJP7",3.72250028264197,-1.49320905844697,0.4430551702025,-3.3702553516405,0.0007509855753362,0.00612342084504901,"ENSG00000234217","RBPJP7"
"3401",5425,"MSTRG.9175|TPH2",10.2329687566975,-1.88674215358067,0.560000474910374,-3.36917955986132,0.000753922971378885,0.0061428392960165,"MSTRG.9175","TPH2"
"3410",5442,"MSTRG.34670|RAET1L",5.05020016171283,-2.42112896195937,0.719386813139406,-3.36554537522526,0.000763925014644743,0.00620489038907146,"MSTRG.34670","RAET1L"
"3411",5446,"MSTRG.8952|GLS2",187.080313500632,-1.12167651827195,0.333350695644321,-3.36485428987603,0.000765840914150191,0.00621588323306403,"MSTRG.8952","GLS2"
"3416",5453,"MSTRG.16077|KIAA0753",19.815361133358,-2.86856776289406,0.853083590289122,-3.3625869674997,0.000772157996620489,0.00625911017176212,"MSTRG.16077","KIAA0753"
"3417",5454,"ENSG00000182177|ASB18",3.98921143538619,-2.26972259538302,0.67503310158981,-3.36238710373975,0.000772717159241689,0.00626232936297642,"ENSG00000182177","ASB18"
"3418",5456,"MSTRG.4115|FRMD4A",63.1390673260993,-1.18953977651507,0.353789287562135,-3.36228319605679,0.000773008012229204,0.00626255501403139,"MSTRG.4115","FRMD4A"
"3422",5460,"MSTRG.18171|DLGAP1-AS3",11.0349625512036,-1.50280272703171,0.447188824585679,-3.36055519371277,0.000777859870269713,0.00629724578491976,"MSTRG.18171","DLGAP1-AS3"
"3434",5480,"MSTRG.18490|KLHL14",18.6357235861526,-1.05133522853897,0.313265807172951,-3.35604845618704,0.000790647145525024,0.00637740604498122,"MSTRG.18490","KLHL14"
"3435",5481,"MSTRG.28384|IQCJ-SCHIP1",705.675465607992,-1.38912077757032,0.413965141185043,-3.35564674260672,0.00079179637478514,0.00638551055614902,"MSTRG.28384","IQCJ-SCHIP1"
"3447",5508,"ENSG00000181072|CHRM2",70.1801834508474,-1.05655201160677,0.315448383861408,-3.34936574622291,0.000809967981872642,0.00650121749314228,"ENSG00000181072","CHRM2"
"3456",5525,"MSTRG.9628|MYL2",1.47172656079999,-3.75322905938724,1.12216662294759,-3.3446272439726,0.000823932250231486,0.0065922669456525,"MSTRG.9628","MYL2"
"3463",5538,"ENSG00000230133|LINC01721",6.40961066251405,-1.82036867988801,0.544569218152712,-3.34276822708244,0.000829471482510185,0.00662169016975171,"ENSG00000230133","LINC01721"
"3467",5546,"MSTRG.6158|SLC17A6",320.351860772938,-1.2350724986566,0.369723964924563,-3.34052594861846,0.000836198661905303,0.00666576253445233,"MSTRG.6158","SLC17A6"
"3479",5562,"MSTRG.38886|PTPRD",97.5506277871274,-1.76185373232142,0.527934141020971,-3.33726045622694,0.000846086199022998,0.00672517571825473,"MSTRG.38886","PTPRD"
"3480",5563,"ENSG00000286653",36.6570714741821,-1.1344606945107,0.339949158759262,-3.33714811547476,0.00084642827552138,0.00672668511948868,"ENSG00000286653","ENSG00000286653"
"3481",5565,"MSTRG.40764|SMPX",14.7790883698292,-2.36227583276625,0.70801774828717,-3.33646414723508,0.000848513721537767,0.00674083456495549,"MSTRG.40764","SMPX"
"3486",5577,"MSTRG.23453|SATB2",485.284912875276,-1.01136049749517,0.303367894879587,-3.33377563864034,0.000856757355314748,0.00679167658171135,"MSTRG.23453","SATB2"
"3496",5587,"MSTRG.5440|ATRNL1",181.903594911423,-3.63558711306556,1.09100343488427,-3.33233333353456,0.000861210369895017,0.0068147548818653,"MSTRG.5440","ATRNL1"
"3498",5589,"MSTRG.41065|LINC01284",7.84245691462035,-1.81804640706983,0.545599683940351,-3.33219842419958,0.000861627988651417,0.00681561924738188,"MSTRG.41065","LINC01284"
"3499",5592,"MSTRG.8321|SLC15A5",11.9613426961799,-1.37175074930988,0.411746029920717,-3.33154578217552,0.000863650928345363,0.00682795534514787,"MSTRG.8321","SLC15A5"
"3505",5605,"MSTRG.8896|PDE1B",1101.38872672936,-1.23533252711004,0.37113843159927,-3.32849530507223,0.000873164766944718,0.00688715721422027,"MSTRG.8896","PDE1B"
"3507",5608,"MSTRG.33910|KCNQ5-DT",16.2644983794358,-1.5361234573505,0.461616509718444,-3.32770476144242,0.000875646122093417,0.00690303368802804,"MSTRG.33910","KCNQ5-DT"
"3512",5613,"MSTRG.12112|GPR68",51.9556129085921,-1.02392750607106,0.307797212604939,-3.32663021021338,0.000879029402537811,0.00692353129917611,"MSTRG.12112","GPR68"
"3513",5614,"MSTRG.41701|GRIA3",1193.24494599753,-1.08500034988742,0.326234644610489,-3.32582810505263,0.000881562767478137,0.0069422478973933,"MSTRG.41701","GRIA3"
"3515",5616,"MSTRG.22172|LRRTM1",330.770828901501,-1.24064677308505,0.37310962145706,-3.32515352522968,0.000883698595213946,0.00695658865639302,"MSTRG.22172","LRRTM1"
"3540",5657,"MSTRG.35312|WIPF3",870.381806014459,-1.4174004167218,0.427725588006184,-3.31380786295465,0.000920347264365821,0.0071925724504063,"MSTRG.35312","WIPF3"
"3541",5660,"MSTRG.32974|PHACTR1",932.402792193761,-1.36190929655228,0.411152909646105,-3.31241556267845,0.000924940420394206,0.00722463623648431,"MSTRG.32974","PHACTR1"
"3544",5665,"ENSG00000287176",2.23602905783508,-3.81987715390192,1.15361229211244,-3.31123132097278,0.000928863903916529,0.00724887752134859,"ENSG00000287176","ENSG00000287176"
"3547",5669,"ENSG00000276627",14.3400744284693,-1.87399909475588,0.566150861998648,-3.31007019602552,0.000932725766419401,0.00727387867453605,"ENSG00000276627","ENSG00000276627"
"3556",5680,"MSTRG.12700|GJD2",38.2779526218311,-1.04917701043648,0.317333262697935,-3.30623081084058,0.000945601602759385,0.00735939369522686,"MSTRG.12700","GJD2"
"3557",5681,"MSTRG.1207|AGBL4",65.7859969008207,-1.95648483436713,0.591761529506468,-3.30620484234392,0.000945689249103854,0.00735939369522686,"MSTRG.1207","AGBL4"
"3564",5695,"MSTRG.41471|ARMCX5-GPRASP2",289.639402894709,-1.04455567505353,0.316250486858,-3.30293776123907,0.000956776208092587,0.00742736599053539,"MSTRG.41471","ARMCX5-GPRASP2"
"3575",5709,"MSTRG.40645|HCCS",266.879645218596,-1.16328655170987,0.352404390058374,-3.30099903556018,0.000963412137377102,0.00746053666719388,"MSTRG.40645","HCCS"
"3578",5715,"MSTRG.12414|NUDT14",206.232577554331,-1.39990118825101,0.424291156940168,-3.29938808611187,0.000968958542271193,0.0074952817837016,"MSTRG.12414","NUDT14"
"3582",5719,"MSTRG.3651|CCSAP",1357.61843492416,-1.05314926123991,0.31924066349441,-3.29891953522502,0.000970577278140213,0.00750287807771139,"MSTRG.3651","CCSAP"
"3590",5734,"MSTRG.30549|MFAP3L",105.598036416087,-1.72551639256702,0.523830641379551,-3.29403485833269,0.00098760250065076,0.00761451347178875,"MSTRG.30549","MFAP3L"
"3591",5735,"MSTRG.18734|MALT1-AS1",7.99134746478142,-1.16554797793452,0.353846892251912,-3.29393306386522,0.000987960222067617,0.00761594310007548,"MSTRG.18734","MALT1-AS1"
"3593",5737,"MSTRG.6223|MPPED2",158.704910435713,-1.15218424159853,0.349883047519925,-3.29305535025361,0.00099104962323517,0.00763709474306851,"MSTRG.6223","MPPED2"
"3594",5739,"MSTRG.33478|SYNGAP1",788.208052814873,-1.31965223469148,0.400780889991033,-3.29270249068264,0.000992294147160913,0.00764401984886836,"MSTRG.33478","SYNGAP1"
"3614",5783,"ENSG00000284703",12.0696762429589,-3.08841946126291,0.940553859076645,-3.28361787202155,0.00102483777891179,0.00783463844750239,"ENSG00000284703","ENSG00000284703"
"3621",5793,"MSTRG.37198|PRSS51",27.7606129124396,-1.12106100001574,0.341576163534403,-3.28202351245985,0.0010306501072662,0.00786546892979636,"MSTRG.37198","PRSS51"
"3622",5794,"MSTRG.15415|IL34",232.155392045585,-1.05003269278696,0.319956617271081,-3.28179708156285,0.0010314780435142,0.00786936351608475,"MSTRG.15415","IL34"
"3624",5797,"MSTRG.36094|TAC1",274.799441830529,-1.10711491512599,0.337362126988389,-3.28168109742827,0.00103190237358318,0.00786959087597027,"MSTRG.36094","TAC1"
"3631",5808,"MSTRG.15993|CAMKK1",1283.34251055668,-1.55929653097544,0.47557722866128,-3.27874514800628,0.0010426975483148,0.00793685500785446,"MSTRG.15993","CAMKK1"
"3635",5815,"MSTRG.33313|IER3-AS1",45.8977572879806,-1.06888406522354,0.32603972931939,-3.2783859422741,0.00104402546057183,0.00793739480705124,"MSTRG.33313","IER3-AS1"
"3636",5817,"MSTRG.36728|EPHB6",617.374285508686,-1.08618270630345,0.331367422630319,-3.27788017808626,0.00104589782325415,0.00794786296912843,"MSTRG.36728","EPHB6"
"3640",5827,"MSTRG.5595|MKI67",30.2528661926242,-2.72915603792407,0.832978734176271,-3.27638140801148,0.00105146460187549,0.007977486840388,"MSTRG.5595","MKI67"
"3645",5837,"MSTRG.10031|MMP17",265.891739964456,-1.3685737660287,0.417947044275606,-3.27451476155488,0.00105843609025562,0.0080166196130019,"MSTRG.10031","MMP17"
"3655",5853,"MSTRG.3141|ASPM",11.2637200492983,-1.23305816080441,0.377148332501149,-3.26942493057596,0.00107766328538343,0.00813993037261077,"MSTRG.3141","ASPM"
"3658",5859,"MSTRG.24736|SLC12A5",461.007551024666,-1.3480230443037,0.412557685982817,-3.26747771306786,0.00108510409653873,0.00818773835356865,"MSTRG.24736","SLC12A5"
"3663",5866,"MSTRG.13978|MEF2A",551.742122436913,-1.89580241860542,0.580440680723774,-3.26614326246305,0.00109023077992993,0.00821637168217464,"MSTRG.13978","MEF2A"
"3670",5878,"MSTRG.35528|CAMK2B",902.212796962289,-1.12228926142733,0.343826368062637,-3.26411632636294,0.00109806071827365,0.0082587170102317,"MSTRG.35528","CAMK2B"
"3673",5882,"MSTRG.8689|CACNB3",1010.08128725239,-1.40372310016367,0.430173711009333,-3.26315407994149,0.00110179599618559,0.00828117439608836,"MSTRG.8689","CACNB3"
"3674",5885,"MSTRG.14268|OR1F2P",1.30722955595517,-2.02841446963418,0.621775778884993,-3.26229251527241,0.00110515041124437,0.00830215133885517,"MSTRG.14268","OR1F2P"
"3700",5937,"MSTRG.15249|BEAN1",80.1916724244328,-1.64939268241287,0.507629037537848,-3.24920869462653,0.00115726541043035,0.00861894619576115,"MSTRG.15249","BEAN1"
"3705",5949,"MSTRG.17583|PRR29-AS1",12.8826558120596,-1.11650725704583,0.343922189949014,-3.24639493953951,0.00116876577430066,0.00868635852445969,"MSTRG.17583","PRR29-AS1"
"3709",5957,"MSTRG.35402|DPY19L1",779.02652698912,-1.05966904033342,0.326508505421768,-3.24545616036738,0.00117262618253361,0.00870401721584392,"MSTRG.35402","DPY19L1"
"3719",5973,"MSTRG.39604|CKS2",43.3924784921142,-1.26711555018009,0.390998417976387,-3.24071784417454,0.00119229133220215,0.00882543023115362,"MSTRG.39604","CKS2"
"3723",5977,"MSTRG.41968|GABRA3",422.920630582197,-1.53612109497025,0.474101630130512,-3.24006710237926,0.00119501573721466,0.00884051642114852,"MSTRG.41968","GABRA3"
"3735",5994,"MSTRG.39756|NCBP1",118.379694122265,-2.0773440819689,0.641741004636794,-3.2370443324634,0.00120774647761754,0.00890934743051579,"MSTRG.39756","NCBP1"
"3757",6025,"MSTRG.1332|TTC22",30.3233162418693,-1.10596358074522,0.34238965798327,-3.23013138673499,0.00123733342740627,0.00908062629224837,"MSTRG.1332","TTC22"
"3758",6026,"ENSG00000253894",1.69517463566823,-3.42176149185722,1.05936043698827,-3.23002575174997,0.00123779068631159,0.00908247408969868,"ENSG00000253894","ENSG00000253894"
