"","X.1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X1","X2"
"2",12,"MSTRG.4056|CELF2-DT",51.1870028834144,-2.04669903055803,0.226246023762706,-9.04634254569124,1.47837157583294e-19,5.44558169958062e-16,"MSTRG.4056","CELF2-DT"
"4",14,"MSTRG.34107|NDUFAF4",647.925315847015,-1.24767029913781,0.140093338669442,-8.90599303998141,5.29102484967173e-19,1.67052771717993e-15,"MSTRG.34107","NDUFAF4"
"5",20,"MSTRG.32899|NRN1",2179.97923377453,-1.30842587026487,0.152473206976041,-8.58134944633563,9.37665538004259e-18,2.06045918975232e-14,"MSTRG.32899","NRN1"
"7",24,"MSTRG.12140|MOAP1",2400.01118201926,-1.30580612497212,0.153028999971259,-8.53306317898812,1.42522803158626e-17,2.55453728642789e-14,"MSTRG.12140","MOAP1"
"9",29,"MSTRG.31106|OXCT1",2077.73549553862,-1.20834244201135,0.143490821396847,-8.42104345245527,3.73145830291276e-17,5.55972646842818e-14,"MSTRG.31106","OXCT1"
"11",35,"MSTRG.34672|PPP1R14C",207.106886628784,-1.05993103203938,0.128382401260794,-8.25604616855744,1.50577399853e-16,1.87768707341606e-13,"MSTRG.34672","PPP1R14C"
"19",51,"MSTRG.37950|STAU2",1309.00846606084,-1.30085526996587,0.162005650683837,-8.02969072050803,9.77186919870619e-16,8.46933651610217e-13,"MSTRG.37950","STAU2"
"25",64,"MSTRG.762|FABP3",781.910858564036,-1.57379213611566,0.199072289061647,-7.90563138412649,2.6657893760449e-15,1.84114409374901e-12,"MSTRG.762","FABP3"
"32",76,"MSTRG.17770|JPT1",893.825357961792,-1.19551305579605,0.153155881833621,-7.80585793691414,5.9098121597291e-15,3.43717785637297e-12,"MSTRG.17770","JPT1"
"35",87,"MSTRG.23864|PID1",896.998894976801,-1.20543344341899,0.156704137190477,-7.69241619928488,1.44382047536e-14,7.33560375308766e-12,"MSTRG.23864","PID1"
"36",88,"MSTRG.34629|SAMD5",69.640085115476,-1.33290921668362,0.173558599769784,-7.67987998550144,1.59237700032833e-14,7.97981354339956e-12,"MSTRG.34629","SAMD5"
"38",90,"MSTRG.11937|JDP2-AS1",101.728070705236,-1.14304467270401,0.148904146341082,-7.6763790719819,1.63648393218222e-14,8.03731808559094e-12,"MSTRG.11937","JDP2-AS1"
"41",94,"MSTRG.35878|YWHAG",10315.3358141066,-1.25641789666851,0.164051126815703,-7.65869714555503,1.87828742005755e-14,8.83234686610468e-12,"MSTRG.35878","YWHAG"
"42",95,"MSTRG.10777|HS6ST3",1177.71261066843,-1.62603402533988,0.212615163656311,-7.64778013654917,2.04478437337615e-14,9.51405882862869e-12,"MSTRG.10777","HS6ST3"
"43",97,"MSTRG.32903|LY86-AS1",101.650718185784,-2.14842450730866,0.281272213808074,-7.63823940595366,2.20212115029031e-14,1.00348617613538e-11,"MSTRG.32903","LY86-AS1"
"46",102,"MSTRG.29548|HOPX",1546.68675276554,-1.33439698775323,0.175155516454697,-7.61835547496651,2.56927938084409e-14,1.11340477639285e-11,"MSTRG.29548","HOPX"
"47",103,"MSTRG.12656|SCG5",2299.80720963068,-1.20547378813057,0.158303396340403,-7.61495846582102,2.63776275764471e-14,1.12956719034168e-11,"MSTRG.12656","SCG5"
"52",108,"MSTRG.866|C1orf216",1601.48614124175,-1.31946643451196,0.175186361602694,-7.53178742021248,5.00503958698006e-14,2.048451479849e-11,"MSTRG.866","C1orf216"
"55",115,"MSTRG.32376|ANXA6",3169.60862150786,-1.04388329213945,0.139670949625168,-7.47387552630591,7.78667998531358e-14,2.99292894531157e-11,"MSTRG.32376","ANXA6"
"63",123,"MSTRG.26273|MCHR1",192.017009242433,-2.04033107474217,0.274036838327488,-7.44546276038941,9.66051801156762e-14,3.47166030201066e-11,"MSTRG.26273","MCHR1"
"68",128,"MSTRG.659|TRNP1",891.073222439148,-1.18439626705419,0.160466200401614,-7.38097034820969,1.57140005089924e-13,5.42648633201941e-11,"MSTRG.659","TRNP1"
"69",129,"MSTRG.11823|TTC9",744.073983524845,-1.25860875465615,0.170554821077374,-7.37949678998034,1.58888911831562e-13,5.44434703936334e-11,"MSTRG.11823","TTC9"
"73",134,"MSTRG.32181|PCDHA4",62.8576218415605,-3.48755559042441,0.477289448525301,-7.30700333141671,2.73165787762374e-13,9.01080160497945e-11,"MSTRG.32181","PCDHA4"
"78",144,"MSTRG.36481|GRM8",168.73045712481,-1.6616405059737,0.230609326582515,-7.20543496916699,5.78588525638704e-13,1.77602569515847e-10,"MSTRG.36481","GRM8"
"79",145,"MSTRG.27453|TAFA1",256.62146191076,-3.66080977892043,0.509199421992015,-7.1893439403351,6.51033854418501e-13,1.98462058158666e-10,"MSTRG.27453","TAFA1"
"81",150,"MSTRG.6147|NELL1",408.583591671878,-2.06200660390764,0.290473450670326,-7.09877821587185,1.25864601769405e-12,3.70897808494081e-10,"MSTRG.6147","NELL1"
"83",152,"MSTRG.21511|EHD3",2133.13011003809,-1.08846221929979,0.153444034351351,-7.09354536916999,1.30719073668357e-12,3.80134506203206e-10,"MSTRG.21511","EHD3"
"91",163,"MSTRG.3450|SMYD2",687.644550461099,-1.28951133674056,0.183870285028577,-7.01315787126853,2.32998284665011e-12,6.31839888267657e-10,"MSTRG.3450","SMYD2"
"92",164,"MSTRG.29651|PARM1",1287.15359358604,-1.61067516726101,0.229758185218572,-7.01030592546138,2.37797586165173e-12,6.39911702111215e-10,"MSTRG.29651","PARM1"
"95",169,"MSTRG.37929|MSC-AS1",178.506499456203,-1.84130151717555,0.263986947626222,-6.97497180725253,3.05932159932639e-12,8.00166469428552e-10,"MSTRG.37929","MSC-AS1"
"96",170,"MSTRG.4831|PPP3CB",2537.74465591097,-1.41709270169188,0.203509935064288,-6.96326054668645,3.32486074333382e-12,8.64502909275537e-10,"MSTRG.4831","PPP3CB"
"98",172,"MSTRG.30802|LINC02236",13.40827799485,-1.93112657098049,0.277883390566388,-6.94941344656986,3.66808085776326e-12,9.42654128342161e-10,"MSTRG.30802","LINC02236"
"99",173,"MSTRG.21123|MYT1L",1655.37183776275,-1.58934147546695,0.229104948120009,-6.93717655820524,4.00013783574069e-12,1.02204677812376e-09,"MSTRG.21123","MYT1L"
"104",184,"MSTRG.32481|PTTG1",110.801125796659,-1.46068573657719,0.211614466312717,-6.90257978118863,5.10665245074591e-12,1.22676223710799e-09,"MSTRG.32481","PTTG1"
"105",185,"MSTRG.41865|FGF13",1676.48421380725,-1.21873413304083,0.176647987254704,-6.89922456508699,5.22871607395643e-12,1.2492957183839e-09,"MSTRG.41865","FGF13"
"109",189,"MSTRG.27086|LRRC2",177.82967933351,-1.61881427936054,0.234816670508179,-6.89394954735192,5.42642764910653e-12,1.26909499971326e-09,"MSTRG.27086","LRRC2"
"110",190,"MSTRG.24390|NAPB",7170.94885781429,-1.36738055052349,0.198418649750001,-6.89139126914901,5.52493431530579e-12,1.2853323505534e-09,"MSTRG.24390","NAPB"
"112",192,"MSTRG.31313|RGS7BP",1810.95596590053,-1.65566961556186,0.240617442145818,-6.88092102050729,5.94668162037118e-12,1.36903760928983e-09,"MSTRG.31313","RGS7BP"
"115",196,"MSTRG.36213|AP1S1",1415.81137587864,-1.19795443441,0.17474012799993,-6.85563441049142,7.09967317557055e-12,1.59519694678893e-09,"MSTRG.36213","AP1S1"
"121",203,"MSTRG.29491|LNX1",292.7592859128,-1.99327159024816,0.291171214764789,-6.84570276583949,7.61013434256955e-12,1.65705989266138e-09,"MSTRG.29491","LNX1"
"123",205,"MSTRG.24252|SNAP25-AS1",116.567091954081,-1.02812155161702,0.150263764150255,-6.84211231783707,7.80338655789464e-12,1.68256240308321e-09,"MSTRG.24252","SNAP25-AS1"
"124",206,"MSTRG.24254|SNAP25",24299.2031867344,-1.34683359810761,0.197476888291308,-6.82020873308895,9.0908325381717e-12,1.94430270530249e-09,"MSTRG.24254","SNAP25"
"125",207,"MSTRG.24953|CRMA",17.7478971213004,-3.37836445187191,0.495362741001409,-6.8199809397096,9.10525903799862e-12,1.94430270530249e-09,"MSTRG.24953","CRMA"
"127",209,"MSTRG.3716|KCNK1",711.170762357071,-1.27150384534048,0.186794721596424,-6.80695811141604,9.96839400582254e-12,2.10824378873382e-09,"MSTRG.3716","KCNK1"
"128",210,"MSTRG.20220|EID2",336.585234196585,-1.03734077070884,0.152481175390444,-6.80307433394727,1.02409771265496e-11,2.15557938546546e-09,"MSTRG.20220","EID2"
"132",214,"MSTRG.6350|SYT13",1746.982812619,-1.64055550429993,0.2415891054024,-6.79068495894033,1.11602395188735e-11,2.29691329682306e-09,"MSTRG.6350","SYT13"
"134",216,"MSTRG.32489|GABRA1",2276.118898579,-1.87040203112055,0.275759767649792,-6.78272268308521,1.17931881587086e-11,2.41334492125573e-09,"MSTRG.32489","GABRA1"
"135",217,"MSTRG.18771|TNFRSF11A",138.480552864492,-1.31974044016624,0.194788573223448,-6.77524568472671,1.24195026439712e-11,2.52054856142638e-09,"MSTRG.18771","TNFRSF11A"
"136",218,"MSTRG.32351|SLC6A7",191.167792124144,-4.77685606931429,0.705059484323462,-6.77511071835011,1.24311023571547e-11,2.52054856142638e-09,"MSTRG.32351","SLC6A7"
"140",223,"MSTRG.11713|AKAP5",726.175567502628,-1.90472877900224,0.282119659214397,-6.75149255569865,1.46331896042781e-11,2.90052128649462e-09,"MSTRG.11713","AKAP5"
"144",228,"MSTRG.29180|LINC01182",189.011063930835,-2.31805251421482,0.344399098954892,-6.73071596658975,1.68830252922985e-11,3.27308545600955e-09,"MSTRG.29180","LINC01182"
"145",230,"MSTRG.41278|NAP1L2",1617.0199920948,-1.43982132536288,0.214127960010852,-6.72411638951735,1.76661182670933e-11,3.3951206940959e-09,"MSTRG.41278","NAP1L2"
"146",231,"MSTRG.24322|OVOL2",3.89887398914906,-4.29827921029068,0.63948509104575,-6.72146899196932,1.79901524420647e-11,3.44242735170626e-09,"MSTRG.24322","OVOL2"
"148",233,"MSTRG.27735|ATP6V1A",3408.28952568137,-1.23903883155993,0.184607833900108,-6.71173484560999,1.92323945729277e-11,3.64854208116974e-09,"MSTRG.27735","ATP6V1A"
"152",239,"MSTRG.3974|PFKP",2839.10890638856,-1.10809663960126,0.165530407589111,-6.69421803365482,2.16827928700781e-11,4.01013728218909e-09,"MSTRG.3974","PFKP"
"153",240,"MSTRG.36927|HTR5A-AS1",193.676567133746,-1.73387025035671,0.259038423378619,-6.69348673351994,2.1791479583015e-11,4.01344575220178e-09,"MSTRG.36927","HTR5A-AS1"
"154",242,"MSTRG.16033|C17orf107",225.954735229839,-1.17792457432088,0.176219476658896,-6.68441761747464,2.31844780329364e-11,4.23471197525561e-09,"MSTRG.16033","C17orf107"
"158",247,"MSTRG.17758|FADS6",53.8390051671857,-1.63807906159171,0.245528537652556,-6.67164427097972,2.52953115282273e-11,4.52673425170325e-09,"MSTRG.17758","FADS6"
"160",249,"MSTRG.3214|UBE2T",148.102296385239,-1.20772392594442,0.181062640213155,-6.67019946534879,2.55455987292003e-11,4.53480544187997e-09,"MSTRG.3214","UBE2T"
"163",253,"MSTRG.29281|SEL1L3",423.240993870792,-1.12714694820029,0.169138405444927,-6.66405093056941,2.66381084323183e-11,4.65398288112781e-09,"MSTRG.29281","SEL1L3"
"164",255,"MSTRG.5218|GOT1",2857.85137404482,-1.16099589060458,0.174596439205319,-6.64959661198641,2.93897382036837e-11,5.09445179638912e-09,"MSTRG.5218","GOT1"
"170",263,"MSTRG.29839|NAP1L5",2227.93415394232,-1.03598754244486,0.15638332062589,-6.62466776059327,3.48030060901071e-11,5.84928697792743e-09,"MSTRG.29839","NAP1L5"
"176",275,"MSTRG.22461|CREG2",2532.17314039411,-1.77814242686258,0.269532606720693,-6.59713289793247,4.19184986452804e-11,6.73775082588613e-09,"MSTRG.22461","CREG2"
"177",276,"MSTRG.26046|YWHAH",11034.88152501,-1.16615579814489,0.17695533747832,-6.59011372453097,4.39489801445163e-11,7.03852471140547e-09,"MSTRG.26046","YWHAH"
"187",290,"MSTRG.35804|STX1A",1112.3846431813,-1.83997564956289,0.281227986337814,-6.5426477411558,6.04390778995626e-11,9.19377474587359e-09,"MSTRG.35804","STX1A"
"188",291,"MSTRG.19631|TMEM38A",367.595488762065,-1.47627417793619,0.22564609109149,-6.54243187105607,6.05264117245649e-11,9.19377474587359e-09,"MSTRG.19631","TMEM38A"
"189",292,"MSTRG.23805|EPHA4",881.589563810291,-1.7651396574375,0.269829471763254,-6.54168592445757,6.0829148032691e-11,9.19947504402136e-09,"MSTRG.23805","EPHA4"
"194",297,"MSTRG.26250|SYNGR1",4519.37712373698,-1.33688691473506,0.204508881620614,-6.5370604158656,6.2739709797138e-11,9.33744327425284e-09,"MSTRG.26250","SYNGR1"
"203",310,"MSTRG.11722|SPTB",457.352008309618,-1.62275316180734,0.249441284304305,-6.5055516625214,7.74087743649526e-11,1.10374924015472e-08,"MSTRG.11722","SPTB"
"207",314,"ENSG00000287887",15.6636412362222,-1.93025235616769,0.297191938622744,-6.49496875693506,8.3050644584123e-11,1.16365009501666e-08,"ENSG00000287887","ENSG00000287887"
"209",316,"MSTRG.39505|RFK",1220.08400433693,-1.08297805831487,0.166747521309152,-6.49471758148068,8.31893194935216e-11,1.16365009501666e-08,"MSTRG.39505","RFK"
"210",318,"MSTRG.30437|GLRB",1002.91307497458,-1.40516543396072,0.216507980339414,-6.49013228869385,8.57610363841549e-11,1.19207840573975e-08,"MSTRG.30437","GLRB"
"211",320,"MSTRG.33995|ELOVL4",443.767594064283,-1.43274150278821,0.220885509069897,-6.48635353591637,8.79386832901186e-11,1.21470802462182e-08,"MSTRG.33995","ELOVL4"
"212",322,"MSTRG.23985|ERFE",74.98446800677,-1.86206652426032,0.287399449891197,-6.47901909681891,9.23208199971905e-11,1.26731828742727e-08,"MSTRG.23985","ERFE"
"213",324,"MSTRG.38416|MAL2",986.658606629034,-1.67434004978348,0.258710707770255,-6.47186219779647,9.68023873474812e-11,1.32063553257203e-08,"MSTRG.38416","MAL2"
"216",327,"MSTRG.6710|CDCA5",42.3197333758361,-1.44081023259051,0.222900816967308,-6.46390736558773,1.02033347984153e-10,1.37856607053541e-08,"MSTRG.6710","CDCA5"
"217",328,"MSTRG.3806|GREM2",226.839886807806,-1.69528467143813,0.262285122403197,-6.46351823506046,1.02296201786257e-10,1.37856607053541e-08,"MSTRG.3806","GREM2"
"218",329,"MSTRG.9064|ATP6V1E1P3",22.59991304545,-1.12923035412706,0.174734178716447,-6.46256137420908,1.0294537025273e-10,1.38309764617361e-08,"MSTRG.9064","ATP6V1E1P3"
"222",336,"MSTRG.40729|PPEF1",131.835788471481,-1.50875887065679,0.234169088599414,-6.44303174121232,1.17110190732866e-10,1.54062638415898e-08,"MSTRG.40729","PPEF1"
"223",337,"MSTRG.36896|PRKAG2-AS1",282.847365509067,-1.17365315957878,0.182291682436221,-6.43832534701308,1.20798852928837e-10,1.58443646800013e-08,"MSTRG.36896","PRKAG2-AS1"
"224",338,"MSTRG.7608|SCN2B",1810.68065125868,-1.42794415546394,0.221869162910017,-6.43597396201953,1.22684065295928e-10,1.60440267876054e-08,"MSTRG.7608","SCN2B"
"225",339,"MSTRG.18567|RIT2",126.253579540834,-1.52902658600014,0.237698496595842,-6.43263044528184,1.25414317663006e-10,1.63362797482128e-08,"MSTRG.18567","RIT2"
"226",340,"MSTRG.30406|RNF175",93.9452552167163,-3.07718411584279,0.478392975801873,-6.43233548879949,1.25658004488312e-10,1.63362797482128e-08,"MSTRG.30406","RNF175"
"227",342,"MSTRG.21911|MDH1",4422.08818419837,-1.11252009250837,0.17320973137183,-6.42296529009743,1.33644974798408e-10,1.72730268305241e-08,"MSTRG.21911","MDH1"
"229",345,"MSTRG.38003|STMN2",8346.70188823796,-1.41858641423688,0.221097598864053,-6.41610954404409,1.39800869103545e-10,1.79115304814924e-08,"MSTRG.38003","STMN2"
"230",347,"MSTRG.34660|PCMT1",2079.98783992524,-1.04529191562761,0.16308074399891,-6.40965873711365,1.45845725833191e-10,1.85659191301446e-08,"MSTRG.34660","PCMT1"
"231",348,"MSTRG.2824|DCAF6",1605.73357663641,-1.33298070126328,0.207975315877076,-6.40932168147849,1.46168495934354e-10,1.85659191301446e-08,"MSTRG.2824","DCAF6"
"233",350,"MSTRG.35179|TSPAN13",830.351487037247,-1.31578994374433,0.205471522413445,-6.40375818648352,1.51598151345438e-10,1.91192164169525e-08,"MSTRG.35179","TSPAN13"
"234",351,"MSTRG.26672|SYN2",5004.17357053667,-1.81018566902794,0.282685467588882,-6.40353281853369,1.51822201763502e-10,1.91192164169525e-08,"MSTRG.26672","SYN2"
"235",352,"MSTRG.4435|LINC00839",203.619777345618,-1.16164656488558,0.181440258412822,-6.40236392434225,1.52989463960408e-10,1.92114780851646e-08,"MSTRG.4435","LINC00839"
"236",353,"MSTRG.1562|TPI1P1",274.638462488942,-1.11168385723967,0.173714008637056,-6.3995060960359,1.55880357354648e-10,1.95190469002554e-08,"MSTRG.1562","TPI1P1"
"237",354,"MSTRG.31327|SGTB",1591.06924196289,-1.06584072646934,0.166764656094966,-6.3912866876443,1.6449563873432e-10,2.05396503484023e-08,"MSTRG.31327","SGTB"
"241",360,"MSTRG.3811|RGS7",838.238739588943,-1.37840601438293,0.216441711547005,-6.36848602115944,1.90903167493169e-10,2.34397272487029e-08,"MSTRG.3811","RGS7"
"242",361,"MSTRG.10211|ATP8A2",1304.67824327727,-1.41962644197187,0.222965647488865,-6.36701867736271,1.92737713176452e-10,2.35994249247245e-08,"MSTRG.10211","ATP8A2"
"245",364,"MSTRG.23662|VWC2L",141.734470645376,-1.73520020483257,0.272886211682576,-6.35869505510585,2.03474890611663e-10,2.47087832824635e-08,"MSTRG.23662","VWC2L"
"247",366,"MSTRG.21850|BCL11A",777.817375344602,-1.51210797133261,0.237851095459177,-6.35737232327414,2.05234127852834e-10,2.47312368137752e-08,"MSTRG.21850","BCL11A"
"249",368,"MSTRG.38293|ATP6V1C1",3174.59259649871,-1.02292205248326,0.160995479133313,-6.3537315332701,2.10153479667866e-10,2.52424024681495e-08,"MSTRG.38293","ATP6V1C1"
"251",370,"MSTRG.8031|KCNA1",402.473875427516,-1.48421905721728,0.233699385617819,-6.35097543493119,2.13953876839843e-10,2.55599709839858e-08,"MSTRG.8031","KCNA1"
"253",375,"MSTRG.30426|GUCY1B1",2028.65597662752,-1.17612292343237,0.185753363858235,-6.33163727968864,2.42573206082354e-10,2.85925889473392e-08,"MSTRG.30426","GUCY1B1"
"255",377,"MSTRG.33015|CAP2",2945.51271834336,-1.46591774670258,0.231664949780683,-6.32774939882083,2.48762706952776e-10,2.91666025801766e-08,"MSTRG.33015","CAP2"
"260",386,"MSTRG.4670|EGR2",46.1110131626098,-2.03801657779509,0.323275244150654,-6.30427666414606,2.8954289434065e-10,3.31241053410945e-08,"MSTRG.4670","EGR2"
"264",390,"MSTRG.21363|FKBP1B",455.4950926869,-1.04346183418532,0.165770210847362,-6.29462814127757,3.08137640450398e-10,3.49238461107397e-08,"MSTRG.21363","FKBP1B"
"265",391,"MSTRG.9233|SYT1",11603.4935036523,-1.62081191919873,0.257535502799649,-6.29354749764209,3.10291502313185e-10,3.50780178650829e-08,"MSTRG.9233","SYT1"
"266",392,"MSTRG.35351|NEUROD6",849.350424633559,-1.83625684241369,0.291993260564862,-6.28869597490519,3.20143739846391e-10,3.60994734405362e-08,"MSTRG.35351","NEUROD6"
"272",399,"MSTRG.8668|CCDC184",466.214541537008,-1.17563888330974,0.18715244522851,-6.28171799665405,3.34851840398344e-10,3.70955414769113e-08,"MSTRG.8668","CCDC184"
"276",404,"MSTRG.29173|HS3ST1",113.036228827202,-1.05273944073645,0.16785071636186,-6.27187934346915,3.56715970695503e-10,3.89028667278283e-08,"MSTRG.29173","HS3ST1"
"278",407,"MSTRG.13030|DMXL2",944.690184451193,-1.3884104569811,0.221452122702759,-6.26957393786046,3.62037354056967e-10,3.93188577985898e-08,"MSTRG.13030","DMXL2"
"279",408,"MSTRG.18596|RNF165",485.53018424079,-1.19344159124353,0.190418573689945,-6.26746418753662,3.66974984640682e-10,3.97574222330575e-08,"MSTRG.18596","RNF165"
"283",414,"MSTRG.21640|KCNG3",32.2304328856456,-1.89045220506925,0.302032999856916,-6.25909157596959,3.87226448512458e-10,4.13434383505982e-08,"MSTRG.21640","KCNG3"
"284",415,"MSTRG.615|AUNIP",42.0284619790784,-1.56565833985222,0.250163254814237,-6.25854640808389,3.88582267763511e-10,4.13882250594764e-08,"MSTRG.615","AUNIP"
"287",421,"MSTRG.26157|SSTR3",112.057343785882,-1.53687410801171,0.246428555718786,-6.23659098081768,4.4720926499726e-10,4.69537860603537e-08,"MSTRG.26157","SSTR3"
"289",424,"MSTRG.10702|NDFIP2",1769.46476577,-1.07846362081084,0.173073113010443,-6.2312603156665,4.62697502151651e-10,4.82362145993096e-08,"MSTRG.10702","NDFIP2"
"290",427,"MSTRG.1217|ELAVL4",1615.32699094825,-1.61555452591978,0.259608557726816,-6.22304033451707,4.87611957421632e-10,5.04764022059742e-08,"MSTRG.1217","ELAVL4"
"291",429,"MSTRG.18715|ST8SIA3",1960.2488234787,-1.57006072420563,0.252383588890895,-6.22093033507168,4.94215580248935e-10,5.0811135879279e-08,"MSTRG.18715","ST8SIA3"
"298",438,"MSTRG.22536|LINC01886",16.7842316153469,-2.92339165018981,0.470693413032035,-6.2108191218534,5.27091172801933e-10,5.31928858908471e-08,"MSTRG.22536","LINC01886"
"300",440,"MSTRG.37430|NEFL",6764.8417469398,-1.75123963856182,0.282196689411373,-6.20574125874645,5.44396837422966e-10,5.46896113812953e-08,"MSTRG.37430","NEFL"
"301",441,"MSTRG.21227|KCNF1",593.713573987041,-1.28811518734194,0.207620769867958,-6.20417306111111,5.49852524722007e-10,5.51124292466262e-08,"MSTRG.21227","KCNF1"
"304",446,"MSTRG.1668|LMO4",3199.94734037138,-1.05460279618755,0.170145476692443,-6.19824174399808,5.70973973646939e-10,5.65878735048027e-08,"MSTRG.1668","LMO4"
"306",449,"MSTRG.9581|SVOP",1687.1713019922,-1.62889797113425,0.262952423478119,-6.19464901516602,5.84150526611527e-10,5.75069522879348e-08,"MSTRG.9581","SVOP"
"310",453,"MSTRG.26079|LARGE1",1024.44127352328,-2.02990332285865,0.328226635418235,-6.18445642070485,6.23168249817533e-10,6.08063641908049e-08,"MSTRG.26079","LARGE1"
"314",460,"MSTRG.12045|FLRT2-AS1",176.376158421723,-1.48504862223352,0.240787523144913,-6.16746500332485,6.93934644896615e-10,6.66810851602612e-08,"MSTRG.12045","FLRT2-AS1"
"318",467,"MSTRG.17184|NSF",5742.13007471968,-1.48777025231532,0.242114985154187,-6.14489124400069,8.00183217755522e-10,7.57381126150526e-08,"MSTRG.17184","NSF"
"321",473,"MSTRG.28436|SERPINI1",2872.78788061989,-1.39886225193556,0.227936104722431,-6.13708062458566,8.40517345329364e-10,7.85466124698701e-08,"MSTRG.28436","SERPINI1"
"327",483,"MSTRG.10286|HSPH1",3534.90596187831,-1.06725184344168,0.174305394786182,-6.12288474921196,9.18961673183366e-10,8.40545139635644e-08,"MSTRG.10286","HSPH1"
"328",484,"MSTRG.13306|MAP2K1",2100.55277656477,-1.15454188843384,0.188569288784425,-6.12264009625517,9.20374298863517e-10,8.40545139635644e-08,"MSTRG.13306","MAP2K1"
"332",488,"MSTRG.34118|FAXC",803.432466849676,-1.2908368590503,0.211029710178488,-6.11684894017298,9.5443760971163e-10,8.64509246403145e-08,"MSTRG.34118","FAXC"
"334",491,"MSTRG.379|AGMAT",42.2275036018522,-1.40459312277872,0.229701211263777,-6.11487033547139,9.66355048452551e-10,8.69955719993884e-08,"MSTRG.379","AGMAT"
"337",495,"MSTRG.1664|LINC01140",126.982183330955,-1.43571436476514,0.235274426376485,-6.10229673865071,1.04555030444013e-09,9.33644738522478e-08,"MSTRG.1664","LINC01140"
"338",496,"MSTRG.23208|CHN1",10710.5001282111,-1.4601475568647,0.239297754561431,-6.10180216500888,1.04879140152884e-09,9.34650756660843e-08,"MSTRG.23208","CHN1"
"339",498,"MSTRG.14942|TRIM72",23.6408235564334,-1.40691567022408,0.230635339438071,-6.10017386603436,1.05953152944321e-09,9.40069835772215e-08,"MSTRG.14942","TRIM72"
"341",501,"MSTRG.35272|SNX10",1910.84721505017,-1.27217804122839,0.208750684083572,-6.09424609463351,1.09954399327978e-09,9.6935384416207e-08,"MSTRG.35272","SNX10"
"342",502,"MSTRG.40337|OLFM1",7653.77171951511,-1.16438783966403,0.191071081883128,-6.09400348911116,1.10121258095297e-09,9.6935384416207e-08,"MSTRG.40337","OLFM1"
"344",505,"MSTRG.35753|GALNT17",1616.01314283425,-1.30242497172791,0.213787509784828,-6.09214716537355,1.11406194405736e-09,9.73339988097913e-08,"MSTRG.35753","GALNT17"
"347",510,"MSTRG.37447|PNMA2",5341.54200124618,-1.12019359644809,0.184095632971543,-6.08484611159273,1.16603251571668e-09,1.01060724038645e-07,"MSTRG.37447","PNMA2"
"351",517,"MSTRG.5942|ZNF215",40.7757078590267,-1.0265498003483,0.169044971121771,-6.0726432353248,1.25821782806949e-09,1.07573973764657e-07,"MSTRG.5942","ZNF215"
"355",525,"MSTRG.11983|TMED8",127.211400270899,-8.52202976812845,1.4074155455994,-6.0550914012386,1.40337957447335e-09,1.18156540858802e-07,"MSTRG.11983","TMED8"
"359",530,"MSTRG.29845|SNCA",3270.69106455639,-1.17012016761605,0.193665123489936,-6.04197672007194,1.52237435685077e-09,1.26966021361355e-07,"MSTRG.29845","SNCA"
"360",531,"MSTRG.38339|OXR1",1831.95982069081,-1.1868923782027,0.19654718767403,-6.03871463259571,1.55346694892528e-09,1.29315152686243e-07,"MSTRG.38339","OXR1"
"361",532,"MSTRG.26778|SATB1-AS1",50.4352061540537,-1.34370415452634,0.222572005058363,-6.03716605857054,1.56844297622227e-09,1.30316384276272e-07,"MSTRG.26778","SATB1-AS1"
"363",536,"MSTRG.20625|SLC17A7",12939.8594573523,-1.39990436061602,0.232578984735331,-6.01904923701113,1.75444502229711e-09,1.44682796409658e-07,"MSTRG.20625","SLC17A7"
"368",541,"MSTRG.33758|RCAN2",2475.78582725206,-1.13298857231615,0.188660805022958,-6.0054263638824,1.90829758953377e-09,1.55916025975178e-07,"MSTRG.33758","RCAN2"
"369",542,"MSTRG.14628|CRYM",1275.55633647556,-2.03205640491456,0.338425137088768,-6.00444879004822,1.9198299469464e-09,1.56568862204658e-07,"MSTRG.14628","CRYM"
"372",547,"MSTRG.32981|GFOD1",1284.21236626274,-1.10497331274018,0.184337874652431,-5.99428259018179,2.04385694951585e-09,1.64924087862705e-07,"MSTRG.32981","GFOD1"
"382",559,"MSTRG.21162|GRASLND",173.129460523151,-1.77494719447172,0.297004142241259,-5.97616983075582,2.28444849999239e-09,1.80638984967198e-07,"MSTRG.21162","GRASLND"
"388",570,"MSTRG.34825|MAP3K4-AS1",117.420799767462,-1.02016053819691,0.17128654812228,-5.95587072878964,2.58690757814433e-09,2.00607875033571e-07,"MSTRG.34825","MAP3K4-AS1"
"398",582,"MSTRG.17126|HEXIM2",44.8072420777337,-1.8420894098315,0.310257256803711,-5.93729677368007,2.89759879532111e-09,2.20068147681759e-07,"MSTRG.17126","HEXIM2"
"401",585,"MSTRG.37290|TUSC3",472.491328257977,-1.09026017376475,0.183746988603245,-5.93348594201396,2.96569403856403e-09,2.24017550262365e-07,"MSTRG.37290","TUSC3"
"406",592,"MSTRG.6039|MICAL2",1347.1518421996,-1.36934065807729,0.231642443153968,-5.91144109616869,3.39127539252256e-09,2.53147510575684e-07,"MSTRG.6039","MICAL2"
